Skill,Employees_Missing,Severity
LRN Ethics and Compliance Alliance,77,MEDIUM
Oversight Insights On Demand,77,MEDIUM
Dynamic Energy Systems MedAct,77,MEDIUM
Clinical trial management software,77,MEDIUM
Oracle Enterprise Asset Management eAM,77,MEDIUM
Radio Beacon WMS,77,MEDIUM
Aptech Systems GAUSS,77,MEDIUM
Prosys Open Platform Communications unified architecture software,77,MEDIUM
"Refugee, Asylum and Parole System RAPS",77,MEDIUM
SunGard LockBox,77,MEDIUM
iLinc Communications LearnLinc,77,MEDIUM
Redtail Technology Our Business Online,77,MEDIUM
Linspire Nvu,77,MEDIUM
Magenta MultiMedia Tools Magenta II,77,MEDIUM
Cornerstone OnDemand Cornerstone Learning,77,MEDIUM
Landfill gas analysis software,77,MEDIUM
Thomson Reuters Liquent InSight Suite,77,MEDIUM
MICROS Systems OPERA Enterprise Solution OES,77,MEDIUM
IBS MRP,77,MEDIUM
Methodware ERA,77,MEDIUM
LINDO Systems LINGO,77,MEDIUM
ARC Logics Sword,77,MEDIUM
Farm Files Crops,77,MEDIUM
peoplefluent Performance,77,MEDIUM
Project.net,77,MEDIUM
Tax accounting software,77,MEDIUM
Risk analysis software,77,MEDIUM
Kookaburra Studios Knowledge Presenter,77,MEDIUM
Custom Software Group CSG AgroSys,77,MEDIUM
Junxure CRM Software,77,MEDIUM
Tenrox Project Workforce Management,77,MEDIUM
i2 Intelligence,77,MEDIUM
ALK Technologies PC*Miler,77,MEDIUM
Timeline software,77,MEDIUM
Microsoft Money,77,MEDIUM
MasterPlan,77,MEDIUM
Ping tools,72,MEDIUM
Video production software,72,MEDIUM
Requirements analysis software,72,MEDIUM
Podcasting software,72,MEDIUM
2AB iLock Security Services,72,MEDIUM
Fluke ClearSight Analyzer,72,MEDIUM
Micropact entellitrak Labor Relations Edition,72,MEDIUM
LaborSoft LaborForce Discipline Manager module,72,MEDIUM
Call accounting software,72,MEDIUM
WideOrbit,72,MEDIUM
LaborSoft LaborForce Personnel Manager module,72,MEDIUM
LaborSoft LaborForce Grievance Manager module,72,MEDIUM
National Law Enforcement Telecommunications System NLETS,72,MEDIUM
IBM Rational Requirements Composer,72,MEDIUM
Fluke Networks Fluke TechEXPERT,72,MEDIUM
911 system information databases,72,MEDIUM
Website management software,72,MEDIUM
Web design software,72,MEDIUM
Fluke Networks TechAdvisor Field Access System,72,MEDIUM
Avaya Identity Engines,72,MEDIUM
Zmanda Amanda,72,MEDIUM
Project scheduling software,72,MEDIUM
LaborSoft LaborForce Incident Tracking module,72,MEDIUM
LaborSoft LaborForce Reporting/Dashboard Manager module,72,MEDIUM
LaborSoft LaborForce EEO Claims Manager module,72,MEDIUM
Cision CisionPoint,72,MEDIUM
LaborSoft LaborForce Arbitration/Appeals Manager module,72,MEDIUM
Mapcom systems M4,72,MEDIUM
Adobe Acrobat Writer,72,MEDIUM
SiteMaster SiteSmart,72,MEDIUM
Computer aided dispatch software,72,MEDIUM
Workforce management system software,72,MEDIUM
Internet Grievance System IGS,72,MEDIUM
Spillman Technologies Spillman Computer-Aided Dispatch,72,MEDIUM
Blogging software,72,MEDIUM
